BridgeFailureLikelihood,LRPName,Latitude,Longitude,NumberOfABridges,NumberOfBBridges,NumberOfCBridges,NumberOfDBridges,TotalEconomicVulnerability,TotalSocialVulnerability,TotalTraffic,TrafficEconomicVulnerability,TrafficSocialVulnerability,chainage,road
0.999999671,LRP065a,24.85136572,88.82867559,1,0,0,0,3004.999013,13763.99548,16769,3005,13764,64.008,R685
0.999999825,LRP054a,23.82095279,89.26748822,0,0,1,0,4552.499201,14285.99749,18838.5,4552.5,14286,52.911,R710
0.999999825,LRP072a,23.88885304,89.13801461,0,1,0,0,4552.499201,14285.99749,18838.5,4552.5,14286,70.24,R710
1,LRPSa,23.76135751,89.60529873,0,0,0,1,9523.333333,7020,16543.33333,9523.333333,7020,3.295,R711
1,LRP001d,23.79977305,89.35619485,1,0,0,0,870,6220,7090,870,6220,1.204,R712
1,LRPSb,23.8831176,89.20331945,0,0,1,0,362.5,2538.5,2901,362.5,2538.5,2.304,R713
0.999998962,LRP040a,23.22591418,89.51472589,1,0,0,0,443.3328729,6366.660055,6810,443.3333333,6366.666667,40.108,R720
0.999998962,LRP047a,23.17823509,89.50196193,0,0,1,0,332.4996547,4774.995041,5107.5,332.5,4775,46.434,R720
0.999999997,LRP042a,23.81394643,88.73821246,0,0,1,0,1914.999993,11338.49996,13253.5,1915,11338.5,41.742,R745
0.999999997,LRP083a,23.63429466,88.86063019,0,0,0,1,1914.999993,11338.49996,13253.5,1915,11338.5,81.685,R745
0.999999997,LRP115a,23.54600909,89.1491585,1,0,0,0,1914.999993,11338.49996,13253.5,1915,11338.5,114.425,R745
1,LRP012c,23.67183011,88.60476151,0,1,0,0,1915,11338.5,13253.5,1915,11338.5,13.006,R746
1,LRPSa,23.87953901,89.08791633,0,0,0,1,1810,10262,12072,1810,10262,42.935,R747
1,LRP063a,23.39966948,89.11078191,1,0,0,0,2553.333333,15118,17671.33333,2553.333333,15118,63.368,R748
1,LRP028c,23.66416667,88.60416667,1,0,0,0,1975,13181,15156,1975,13181,28.355,R749
1,LRP038a,22.84308475,89.29076817,1,0,0,0,3432.5,9653.5,13086,3432.5,9653.5,37.671,R755
0.999997782,LRP047a,22.76456843,89.16478389,0,0,1,0,6199.986249,31724.42964,37177,6200,31724.5,46.641,R760
0.999997782,LRP058a,22.72399224,89.07583732,0,1,0,0,6199.986249,21873.95149,28074,6200,21874,57.663,R760
0.999999723,LRPSa,22.73510925,89.65190986,1,0,0,0,1877.499479,12264.4966,14142,1877.5,12264.5,31.468,R770
0.999999723,LRP040c,22.57073079,89.97169597,0,0,1,0,1877.499479,12264.4966,14142,1877.5,12264.5,41.099,R770
1,LRP031a,22.66611111,89.75888889,1,0,0,0,965,8534,9239,965,8534,31.107,R771
1,LRP003a,23.75391556,90.45357895,1,0,0,0,36070,75329,111399,36070,75329,3.25,R802
1,LRP007a,23.63305776,90.47601239,0,0,1,0,18035,37664.5,55699.5,18035,37664.5,7.262,R810
1,LRPSb,23.63241955,90.47671765,0,1,0,0,9220,30965.33333,40185.33333,9220,30965.33333,38.66,R812
1,LRPSd,23.56346406,90.52244489,1,0,0,0,2482.5,10448.5,12931,2482.5,10448.5,0.897,R813
1,LRP070c,23.53439849,90.28334011,1,0,0,0,1955,12752.5,14707.5,1955,12752.5,70.111,R820
1,LRP046a,22.95631666,89.82027154,0,0,1,0,4423.333333,13774,16726,4423.333333,13774,44.348,R850
0.999999999,LRPSa,23.15438057,90.13943579,0,1,0,0,1279.999999,7151.499996,8431.5,1280,7151.5,22.82,R860
0.999999999,LRP044b,23.16771775,90.48591343,1,0,0,0,977.4999994,5203.499997,6181,977.5,5203.5,42.738,R860
0.999999999,LRP067a,23.14521037,90.70807395,1,0,0,0,1017.499999,5203.499997,6181,1017.5,5203.5,72.462,R860
1,LRPSa,23.19300388,90.33370636,0,0,1,0,1295,13998.5,15293.5,1295,13998.5,6.881,R861
0.999995846,LRP031b,22.55590289,90.13345506,1,0,0,0,2177.490955,7982.96684,10160.5,2177.5,7983,32.674,R870
0.999995846,LRP055d,22.52212741,89.99571255,1,0,0,0,4354.98191,15965.93368,20321,4355,15966,57.036,R870
0.999995846,LRP063a,22.57906427,89.97288669,1,0,0,0,922.4961681,6935.971189,7858.5,922.5,6936,64.19,R870
1,LRP055a,22.16000588,90.01966603,1,0,0,0,3335,14989,18324,3335,14989,55.186,R880
1,LRP039c,21.81986763,90.12047203,1,0,0,0,445,4902,5347,445,4902,39.921,R881
0.999998029,LRPSc,22.72475735,90.63560829,0,1,0,0,1552.496939,9214.981833,10767.5,1552.5,9215,55.956,R890
0.999998029,LRP095c,22.03199319,90.68275455,0,1,0,0,1552.496939,9214.981833,10767.5,1552.5,9215,95.725,R890
